"ID","Label","Ort1","Ort2","Geschlecht","Geburt","Tod"
242,"Liechtenstein von Nikolsburg, Hartmann (1544–1585), Geheimer Rat","Feldsberg im Weinviertel","Eisgrub in Mähren","m",1544,1585
243,"Liechtenstein von Nikolsburg, Judith (1575–1621)","Feldsberg im Weinviertel","Karlsbach im Mühlkreis","w",1575,1621
244,"Dietrichstein, Gundaker (1623–1690), Oberstkämmerer","Hollenburg an der Drau","Augsburg, ▭ Hollabrunn im Thale:Kapuzinerkirche","m",1623,1690
245,"Dietrichstein, Pankraz (1446–1508)","Dietrichstein in Kärnten","","m",1446,1508
246,"Dietrichstein, Siegmund (1484–1533), Landeshauptmann der Steiermark","Hartneidstein im Lavanttal","Finkenstein am Faakersee, ▭ Villach in Kärnten:Jakobskirche","m",1484,1533
247,"Dietrichstein, Franz (1476–1548)","","Weixelstätten","m",1476,1548
248,"Dietrichstein, Adam (1527–1590), Obersthofmeister","Graz","Nikolsburg in Mähren, ▭ Prag","m",1527,1590
249,"Dietrichstein, Siegmund (1560–1602), Kämmerer","","","m",1560,1602
250,"Dietrichstein, Leonhard (1510–1559)","","Weixelstätten","m",1510,1559
251,"Dietrichstein, Siegfried (1538–1583)","","Weixelstätten","m",1538,1583
252,"Dietrichstein, Erasam (1570–1621), Kämmerer","Weixelstätten","","m",1570,1621
253,"Dietrichstein, Susanna Polyxena (1634–1706)","Hollenburg an der Drau","","w",1634,1706
254,"Forgách, Simon (1526–1598)","","Hertnecht","m",1526,1598
255,"Forgách, Franz (1566–1615), Erzbischof von Gran","Hertnecht","Heiligenkreuz an der Gran, ▭ Tyrnau","m",1566,1615
256,"Forgách, Siegmund (1559–1621), Palatin von Ungarn","Hertnecht","Tyrnau","m",1559,1621
257,"Forgách, Peter (1445–1519)","","","m",1445,1519
258,"Forgách, Lassel (1490–1550)","","","m",1490,1550
259,"Forgách, Gregor (1540–1593)","","","m",1540,1593
260,"Forgách, Gregor (1450–1515)","","","m",1450,1515
261,"Forgách, Siegmund (1490–1563)","","","m",1490,1563
262,"Forgách, Johann (1403–1465)","","","m",1403,1465
263,"Trauttmansdorff, Johann Friedrich (1542–1614), Hofkriegsratspräsident","Totzenbach am Haspelwald","Trautmannsdorf in der Steiermark","m",1542,1614
264,"Althan, Michaela Elisabeth (1622–1670)","Murstetten","Wien","w",1622,1670
265,"Lobkowicz, Johann (1490–1569)","","Libochowitz, ▭ Prag","m",1490,1569
266,"Trauttmansdorff, Erich (1474–1535)","Leutschach an der Weinstraße","","m",1474,1535
267,"Trauttmansdorff, Joachim (1518–1571)","Leutschach an der Weinstraße","Leibnitz in der Steiermark","m",1518,1571
268,"Trauttmansdorff, Georg Adam (1560–1599)","","","m",1560,1599
269,"Trauttmansdorff, Erich (1550–1598), Vorschneider","","","m",1550,1598
270,"Mansfeld, Christina Elisabeth (1621–1648)","","Wien:Michaelerkirche","w",1621,1648
271,"Trauttmansdorff, Johann David (1573–1627), Kämmerer","Trautmannsdorf in der Steiermark","Graz","m",1573,1627
272,"Trauttmansdorff, David (1480–1545)","Leutschach an der Weinstraße","Totzenbach am Haspelwald, ▭ Gleichenberg in der Steiermark:Katharinenkapelle","m",1480,1545
273,"Lobkowicz, Ferdinand (1655–1715), Prinzipalkommissar","Neustadt an der Waldnaab","Raudnitz an der Elbe","m",1655,1715
274,"Lobkowicz, Johann (1425–1470)","","Krumau in Böhmen","m",1425,1470
275,"Lobkowicz, Theobald (1465–1527)","","Bilina in Böhmen","m",1465,1527
276,"Lobkowicz, Christoph (1515–1590)","","Bilina in Böhmen","m",1515,1590
277,"Lobkowicz, Ulrich Felix (1545–1604)","","Bilina in Böhmen","m",1545,1604
278,"Lobkowicz, Wilhelm (1575–1647), Landjägermeister von Böhmen","","Prag","m",1575,1647
279,"Lobkowicz, Lassel (1460–1505)","","","m",1460,1505
280,"Lobkowicz, Lassel (1501–1584), Obersthofmeister","","Prag","m",1501,1584
281,"Lobkowicz, Franz Wilhelm (1616–1670), Kämmerer","","","m",1616,1670
282,"Lobkowicz, Christoph (1549–1609), Kämmerer","","Prag","m",1549,1609
283,"Habsburg, Maximilian I. (1459–1519), Kaiser des Heiligen Römischen Reiches","Neustadt im Steinfeld","Wels, ▭ Neustadt im Steinfeld","m",1459,1519
284,"Zrínyi, Georg (1590–1626), Ban von Kroatien","Zrínyivár am Csáktornya","Pressburg, ▭ Zrínyivár am Csáktornya","m",1590,1626
285,"Hatzfeldt, Melchior (1593–1658), Geheimer Rat","Krottorf im Westerwald","Trachenberg in Schlesien, ▭ Prausnitz, ▭ Laudenbach im Vorbachtal:Bergkirche","m",1593,1658
286,"Hatzfeldt, Hermann (1603–1673), Kämmerer","Krottorf im Westerwald","Rothenburg ob der Tauber","m",1603,1673
287,"Hatzfeldt, Heinrich (1641–1683), Kämmerer","Stetten im Vorbachtal","Reutnitz","m",1641,1683
288,"Kronegg, Georg Andreas (1602–1665), Landeshauptmann von Kärnten","","Moosburg in Kärnten","m",1602,1665
289,"Kronegg, Christoph (1507–1587)","","","m",1507,1587
290,"Kronegg, Anton (1553–1616), Mundschenk","","","m",1553,1616
291,"Kronegg, Karl Christoph (1540–1631), Oberstküchenmeister","","","m",1540,1631
292,"Kronegg, Ferdinand (1585–1653)","","","m",1585,1653
293,"Schlick, Franz Ernst (1623–1675), Reichshofrat","","Regensburg","m",1623,1675
294,"Schlick, Kaspar (1451–1516)","Elbogen an der Eger","Schlackenwerth","m",1451,1516
295,"Schlick, Lorenz (1495–1585)","Schlackenwerth","","m",1495,1585
296,"Schlick, Christoph (1525–1578)","","Neudek an der Rohlau","m",1525,1578
297,"Schlick, Wilhelm (1556–1604)","Neudek an der Rohlau","","m",1556,1604
298,"Schlick, Heinrich (1590–1630)","","","m",1590,1630
299,"Schlick, Heinrich Wilhelm (1620–1660), Kämmerer","","","m",1620,1660
300,"Schlick, Heinrich (1480–1528)","Schlackenwerth","","m",1480,1528
301,"Schlick, Heinrich (1508–1569)","","","m",1508,1569
302,"Schlick, Georg Ernst (1550–1612)","","","m",1550,1612
303,"Wittelsbach, Maximilian Emanuel (1662–1726), Statthalter der Spanischen Niederlande","München","München:Theatinerkirche","m",1662,1726
304,"Kronberg, Adam Philipp (1588–1634), Kämmerer","Kronberg im Taunus","Regensburg","m",1588,1634
305,"Kronberg, Kraft Adolf (1629–1692), Kämmerer","Wörth am Main","Poritschen im Schwihauer Bergland","m",1629,1692
306,"Hiserle von Chodau, Bernhard (1584–1652)","Prag","Prag","m",1584,1652
307,"Hiserle von Chodau, Franz Christoph (1622–1666), Kämmerer","Prag","Wien","m",1622,1666
308,"Hiserle von Chodau, Ferdinand Ernst (1625–1692), Vorschneider","Prag","","m",1625,1692
309,"Trauttmansdorff, Johann (1437–1493)","Kirchberg am Walde","","m",1437,1493
310,"Carretto, Otto Heinrich (1639–1685), Statthalter der Spanischen Niederlande","Köln am Rhein","Mariemont im Hennegau","m",1639,1685
311,"Waldstein, Johann (1435–1506)","","","m",1435,1506
312,"Waldstein, Wilhelm (1475–1557)","Turnau in Böhmen","","m",1475,1557
313,"Waldstein, Johann (1508–1576), Statthalter von Böhmen","","Prag, ▭ Chocerady","m",1508,1576
314,"Waldstein, Sidonius (1470–1525)","","Arnau in Böhmen","m",1470,1525
315,"Waldstein, Georg (1519–1584)","","Arnau in Böhmen","m",1519,1584
316,"Waldstein, Wilhelm (1547–1595)","","Hermanitz an der Elbe","m",1547,1595
317,"Waldstein, Ignaz (1430–1482)","","","m",1430,1482
318,"Waldstein, Bernhard (1465–1517)","","","m",1465,1517
319,"Waldstein, Albrecht (1495–1545)","","","m",1495,1545
320,"Waldstein, Johann (1525–1597)","","","m",1525,1597
321,"Waldstein, Adam (1560–1615)","","","m",1560,1615
322,"Waldstein, Heinrich (1400–1452)","","","m",1400,1452
323,"Balassa, Siegmund (1565–1623)","","","m",1565,1623
324,"Balassa, Andreas (1595–1649)","","","m",1595,1649
325,"Balassa, Andreas (1535–1576)","","","m",1535,1576
326,"Balassa, Emmerich (1575–1633)","","","m",1575,1633
327,"Dietrichstein, Siegmund (1526–1593), Kämmerer","","Hollenburg an der Drau","m",1526,1593
328,"Dietrichstein, Bartlme (1579–1635)","Hollenburg an der Drau","Hanau","m",1579,1635
329,"Esterházy, Julia (1630–1669)","Forchtenstein","Pottendorf","w",1630,1669
330,"Zähringen, Leopold Wilhelm (1626–1671), Kämmerer","Baden in Baden","Warasdin an der Drau, ▭ Baden in Baden","m",1626,1671
331,"Starhemberg, Erasam (1503–1560), Oberstkämmerer","","Wien, ▭ Hellmonsödt","m",1503,1560
332,"Starhemberg, Heinrich (1540–1575), Reichshofrat","Riedegg im Mühlviertel","Wildberg im Mühlviertel","m",1540,1575
333,"Starhemberg, Richard (1570–1613), Hofkammerrat","Wien","Wien, ▭ Hellmonsödt","m",1570,1613
334,"Starhemberg, Rudger (1534–1582)","Eferding","Schönbühel an der Donau","m",1534,1582
335,"Starhemberg, Paul Jakob (1560–1635), Kämmerer","","Wien","m",1560,1635
336,"Starhemberg, Konrad Balthasar (1612–1687), Statthalter von Niederösterreich","Wien","Wien, ▭ Eferding","m",1612,1687
337,"Starhemberg, Helena Dorothea (1634–1688)","Wildberg im Mühlviertel","Wien","w",1634,1688
338,"Starhemberg, Gundaker (1594–1638), Kämmerer","Riedegg im Mühlviertel","","m",1594,1638
339,"Starhemberg, Bartlme (1625–1676), Mundschenk","Riedegg im Mühlviertel","Wien, ▭ Linz an der Donau","m",1625,1676
340,"Hatzfeldt, Sebastian (1566–1630)","Wildenburg im Westerwald","","m",1566,1630
341,"Tserclaes von Tilly, Ernst Emmerich (1635–1675), Kämmerer","","Holnstein im Tal der Weißen Laaber","m",1635,1675
342,"Tserclaes von Tilly, Werner (1599–1653), Kämmerer","Tilly in Brabant","Weißenberg an der Krems","m",1599,1653
343,"Tserclaes von Tilly, Jakob (1564–1624)","Tilly in Brabant","Tilly in Brabant","m",1564,1624
344,"Tserclaes von Tilly, Martin (1530–1597), Hofkriegsrat","Tilly in Brabant","","m",1530,1597
345,"Wratislaw von Mitrowitz, Alexander Ferdinand (1616–1672), Kämmerer","","","m",1616,1672
346,"Wratislaw von Mitrowitz, Adam (1584–1624)","","Prag","m",1584,1624
347,"Wratislaw von Mitrowitz, Christoph (1628–1664)","","Neiße","m",1628,1664
348,"Wratislaw von Mitrowitz, Adam (1611–1666), Großprior des Malteserordens in Böhmen","","Prag","m",1611,1666
349,"Wratislaw von Mitrowitz, Christoph (1584–1645), Kämmerer","","Prag","m",1584,1645
350,"Wratislaw von Mitrowitz, Wilhelm (1575–1637), Großprior des Malteserordens in Böhmen","","Prag","m",1575,1637
351,"Auersperg, Pankraz (1441–1496), Truchsess","","Auersperg in der Krain","m",1441,1496
352,"Auersperg, Trajan (1495–1541)","","Wien:Minoritenkirche","m",1495,1541
353,"Auersperg, Herbert (1528–1575), Landeshauptmann von Krain","Wien","Donji Budački, ▭ Laibach","m",1528,1575
354,"Auersperg, Christoph (1550–1592)","Laibach","Lublin","m",1550,1592
355,"Hohenfeld, Achaz (1551–1603)","Aistersheim","Peuerbach im Hausruckviertel, ▭ Aistersheim","m",1551,1603
356,"Hohenfeld, Mark (1577–1618)","Aistersheim","","m",1577,1618
357,"Hohenfeld, Otto (1578–1620)","Aistersheim","Linz an der Donau","m",1578,1620
358,"Slavata, Ferdinand Wilhelm (1630–1673), Geheimer Rat","","Prag","m",1630,1673
359,"Slavata, Johann Joachim (1638–1689), Oberstlandrichter von Böhmen","","Velvary","m",1638,1689
360,"Porcia, Johann Sforza (1576–1624), Landeshauptmann von Görz","","","m",1576,1624
361,"Starhemberg, Johann Ludwig (1616–1666), Kämmerer","","Wien","m",1616,1666
362,"Starhemberg, Georg Ludwig (1602–1651), Landeshauptmann von Schweidnitz und Jauer","","","m",1602,1651
363,"Starhemberg, Johann Richard (1608–1661), Kämmerer","Linz an der Donau","Sathmar","m",1608,1661
364,"Starhemberg, Ludwig (1564–1620), Kämmerer","Eferding","Znaim","m",1564,1620
365,"Starhemberg, Erasam (1575–1648)","Wien","Gstöttenau","m",1575,1648
366,"Wratislaw von Mitrowitz, Wenzel (1576–1635)","","Knin in Böhmen:Franziskanerkirche","m",1576,1635
367,"Collalto, Klaudius (1628–1661), Reichshofrat","Mantova","Brüssel","m",1628,1661
368,"Trauttmansdorff, Adam (1579–1617), Hofkriegsrat","Trautmannsdorf in der Steiermark","Rubia auf dem Karst, ▭ Wien:Franziskanerkirche","m",1579,1617
369,"Meggau, Ferdinand Helfried (1533–1585), Landeshauptmann von Oberösterreich","","Linz an der Donau, ▭ Kreuzen im Mühlviertel","m",1533,1585
370,"Wratislaw von Mitrowitz, Lassel (1580–1624)","","Chlum im Seltschaner Becken","m",1580,1624
371,"Wratislaw von Mitrowitz, Stephan (1540–1601)","","","m",1540,1601
372,"Wratislaw von Mitrowitz, Georg (1545–1603)","","Zalší","m",1545,1603
373,"Wratislaw von Mitrowitz, Wenzel (1510–1554)","","Skřipel","m",1510,1554
374,"Wratislaw von Mitrowitz, Johann Georg (1620–1660), Truchsess","","","m",1620,1660
375,"Wratislaw von Mitrowitz, Wenzel (1615–1660), Kämmerer","","","m",1615,1660
376,"Carretto, Ferdinand (1616–1651), Reichshofrat","","Wien","m",1616,1651
377,"Carretto, Leopold (1618–1648), Kämmerer","","Lens in Flandern","m",1618,1648
378,"Habsburg, Philipp I. (1478–1506), König von Kastilien","Brügge","Burgos, ▭ Granada","m",1478,1506
379,"Thurn, Anton (1440–1512)","","","m",1440,1512
380,"Thurn, Veit (1471–1547)","","","m",1471,1547
381,"Thurn, Franz (1508–1586), Landeshauptmann von Mähren","","","m",1508,1586
382,"Thurn, Andreas (1475–1541)","","","m",1475,1541
383,"Thurn, Anton (1500–1569)","","","m",1500,1569
384,"Thurn, Achaz (1529–1595)","","","m",1529,1595
385,"Thurn, Johann Ludwig (1579–1635)","","Venedig","m",1579,1635
386,"Thurn, Heinrich Ludwig (1605–1676), Kämmerer","","","m",1605,1676
387,"Trczka von Leipa, Johann Rudolf (1557–1634), Kämmerer","","Brod an der Sasau, ▭ Swietla an der Sasau","m",1557,1634
388,"Trczka von Leipa, Adam Erdmann (1599–1634), Kämmerer","","Eger in Böhmen, ▭ Mies im Böhmerwald","m",1599,1634
389,"Lamberg, Siegmund Friedrich (1625–1662), Truchsess","","","m",1625,1662
390,"Khuen von Belasi, Jakob (1476–1562), Obersthofmeister","Belasi im Nonstal","Salzburg","m",1476,1562
391,"Khuen von Belasi, Johann Baptist (1516–1578)","Telfan im Suganertal","Lichtenberg im Pinzgau","m",1516,1578
392,"Khuen von Belasi, Johann Jakob (1549–1608), Landeshauptmann von Tirol","Nauders","Lichtenberg im Pinzgau","m",1549,1608
393,"Khuen von Belasi, Jakob (1589–1639), Kämmerer","Lichtenberg im Pinzgau","Landstein in Böhmen","m",1589,1639
394,"Khuen von Belasi, Matthias (1617–1659), Kämmerer","Lichtenberg im Pinzgau","","m",1617,1659
395,"Thurn, Johann Ambros (1537–1621), Landeshauptmann von Krain","Lack an der Zeyer","Bleiburg in Kärnten","m",1537,1621
396,"Würben, Bernhard (1475–1529)","","Herlitz","m",1475,1529
397,"Würben, Stephan (1515–1567)","","","m",1515,1567
398,"Würben, Johann (1545–1620), Truchsess","","","m",1545,1620
399,"Würben, Albrecht (1555–1597), Edelknabe","","","m",1555,1597
400,"Würben, Bernhard (1590–1652), Kämmerer","","","m",1590,1652
401,"Würben, Johann Franz (1634–1705), Geheimer Rat","","Wien","m",1634,1705
402,"Würben, Johann (1505–1559)","","Freudenthal in Schlesien","m",1505,1559
403,"Würben, Ignaz (1534–1596), Landeshauptmann von Mähren","","","m",1534,1596
404,"Würben, Georg (1565–1625), Kämmerer","","","m",1565,1625
405,"Rabatta, Joseph (1555–1601)","Görz","Zengg","m",1555,1601
406,"Rabatta, Anton (1590–1650), Kämmerer","Görz","","m",1590,1650
407,"Rabatta, Michael (1635–1665), Mundschenk","Görz","Montes Claros jenseits des Tejo","m",1635,1665
408,"Rabatta, Johann Baptist (1625–1681), Kämmerer","Görz","","m",1625,1681
409,"Rabatta, Ludwig (1624–1664), Landeshauptmann von Görz","Görz","","m",1624,1664
410,"Rabatta, Rudolf (1640–1688), Hofkriegsrat","Görz","Pressburg","m",1640,1688
411,"Rabatta, Anton (1656–1741), Geheimer Rat","Görz","Görz","m",1656,1741
412,"Rabatta, Joseph (1661–1731), Kämmerer","Görz","Karlstadt in Kroatien","m",1661,1731
413,"Scherffenberg, Johann Wilhelm (1610–1645), Kämmerer","","","m",1610,1645
414,"Breunner, Friedrich (1460–1528)","Prein an der Rax","","m",1460,1528
415,"Breunner, Christoph (1495–1559)","","","m",1495,1559
416,"Breunner, Kaspar (1530–1570), Geheimer Rat","","","m",1530,1570
417,"Breunner, Philipp (1498–1556), Hofkammerpräsident","","Wien","m",1498,1556
418,"Breunner, Siegfried (1538–1594), Statthalter von Niederösterreich","Wien","Wien","m",1538,1594
419,"Breunner, Johann Baptist (1570–1633), Hofkriegsrat","Staatz im Weinviertel","Wien","m",1570,1633
420,"Breunner, Philipp Friedrich (1597–1669), Bischof von Wien","Jauer an der Raab","Wien","m",1597,1669
421,"Breunner, Siegfried Leonhard (1596–1667), Kämmerer","Staatz im Weinviertel","Wien, ▭ Asparn an der Zaya","m",1596,1667
422,"Breunner, Philipp Friedrich (1601–1638)","","Warnemünde, ▭ Wien:Schottenkirche","m",1601,1638
423,"Truchsess von Waldburg, Maria Johanna (1627–1691)","","","w",1627,1691
424,"Rabatta, Ludwig (1690–1721), Kämmerer","Görz","Karlstadt in Kroatien","m",1690,1721
425,"Kaunitz, Ulrich (1569–1617)","","","m",1569,1617
426,"Kaunitz, Friedrich (1597–1627), Mundschenk","Austerlitz in Mähren","Lomnitz in Schlesien","m",1597,1627
427,"Kaunitz, Rudolf (1620–1664), Kämmerer","Austerlitz in Mähren","","m",1620,1664
428,"Colloredo, Hotze (1568–1646)","Colloredo di Monte Albano","","m",1568,1646
429,"Colloredo, Ludwig (1540–1598), Kämmerer","","","m",1540,1598
430,"Waldstein, Katharina (1624–1647)","","Senftenberg im Adlergebirge","w",1624,1647
431,"Carretto, Johann Baptist (1620–1667), Truchsess","","","m",1620,1667
432,"Carretto, Karl (1620–1689), Kämmerer","Prag","","m",1620,1689
433,"Carretto, Otto (1375–1426)","","","m",1375,1426
434,"Carretto, Otto (1410–1465)","","Rom","m",1410,1465
435,"Carretto, Oktavian (1440–1499)","","","m",1440,1499
436,"Carretto, Niklas (1470–1536)","","","m",1470,1536
437,"Carretto, Oktavian (1500–1559)","","","m",1500,1559
438,"Carretto, Galeas (1520–1591)","","","m",1520,1591
439,"Carretto, Prosper (1558–1596)","Pavia","Mantova","m",1558,1596
440,"Carretto, Georg (1345–1390)","","","m",1345,1390
441,"Carretto, Konrad (1385–1452)","","Jerusalem","m",1385,1452
442,"Carretto, Theoderich (1420–1475)","","","m",1420,1475
443,"Carretto, Albrecht (1458–1505)","","Casale Monferrato","m",1458,1505
444,"Carretto, Vinzenz (1490–1575)","","","m",1490,1575
445,"Breunner, Ferdinand Ernst (1607–1666), Oberststallmeister","Wien","Wien","m",1607,1666
446,"Breunner, Maximilian (1575–1607), Kämmerer","","","m",1575,1607
447,"Breunner, Siegfried Georg (1607–1654), Kämmerer","","Wien","m",1607,1654
448,"Breunner, Siegfried Christoph (1635–1698), Geheimer Rat","","","m",1635,1698
449,"Breunner, Siegfried Wenzel (1670–1716)","","Wardein an der Donau","m",1670,1716
450,"Carretto, Niklas (1537–1591)","Millesimo","","m",1537,1591
451,"Carretto, Stephan (1575–1635), Edelknabe","","Dresden","m",1575,1635
452,"Carretto, Silvia (1607–1664)","Prag","Regensburg, ▭ Prag","w",1607,1664
453,"Kronegg, Johann Wilhelm (1580–1650), Hofkammerrat","","","m",1580,1650
454,"Waldstein, Elisabeth (1624–1662)","","Wien","w",1624,1662
455,"Gersdorff, Johann Siegmund (1620–1653), Mundschenk","Hermsdorf an der Ochel","","m",1620,1653
456,"Trautson, Maria Zäzilia (1636–1670)","Wien","Wien:Michaelerkirche","w",1636,1670
457,"Harrach, Elisabeth (1601–1654)","Wien","Neuschloss in der Steiermark, ▭ Wien:Augustinerkirche","w",1601,1654
458,"Harrach, Katharina (1599–1640)","Wien","","w",1599,1640
459,"Eggenberg, Franziska (1602–1676)","Wien","","w",1602,1676
460,"Marradas, Bartlme (1618–1670), Obersthofmeister","Valencia","Wien","m",1618,1670
461,"Marradas, Franz (1590–1656), Obersthofmeister","Valencia","","m",1590,1656
462,"Kolowrat, Franz Karl (1620–1700), Landeshauptmann von Mähren","Innsbruck","Brünn in Mähren","m",1620,1700
463,"Kolowrat, Sidonius Leopold (1562–1640)","Altsattler Bürgel","Prag","m",1562,1640
